Page URL,Title,Brand,Price,Sale,Image-Link
https://egypt.souq.com/eg-en/lenovo-legion-5-gaming-laptop-intel-10th-gen-core-i7-15-6-inch-fhd-ips-backlit-keyboard-windows-10-phantom-black-131857743/i/,"Lenovo Legion 5 Gaming laptop - Intel 10th Gen Core i7,15.6 Inch FHD IPS,  Backlit Keyboard, Windows 10,  Phantom Black",Brand : Lenovo,"23,499.00 EGP ",15%,https://cf4.s3.souqcdn.com/item/2020/09/30/13/18/57/74/3/item_XL_131857743_1ab5521404d32.jpg
